Generated Sentence,About
"middlegame castling, rook, endgame middlegame checkmate pawn",CHESS
"running music book music sleeping sleeping, dancing sleeping",OTHER
"swimming swimming swimming, phone apple",OTHER
"sky sky mountain, dancing, jumping, mountain computer, mountain, apple",OTHER
"Elo rating endgame, stalemate stalemate, bishop castling",CHESS
"music, eating dancing, swimming, book sleeping, computer, sleeping, jumping eating",OTHER
"checkmate, endgame king, checkmate, checkmate",CHESS
"book swimming eating, eating, apple",OTHER
"queen, Elo rating king, queen, bishop",CHESS
"stalemate, pawn, pawn endgame, opening checkmate, king, knight stalemate stalemate",CHESS
"FIDE, opening pawn king, Elo rating Elo rating bishop, bishop king",CHESS
"swimming swimming, computer, running, jumping, running, dancing, jumping running",OTHER
"eating, swimming, apple sky, sky, swimming eating",OTHER
"running music book eating, river, river, sky sleeping, swimming",OTHER
"sky computer, swimming, phone jumping, book, music dancing, running, jumping",OTHER
"checkmate, castling knight stalemate, Elo rating",CHESS
"king, Elo rating knight bishop, Elo rating, FIDE",CHESS
"opening, endgame, castling, queen, bishop, bishop, queen stalemate, FIDE",CHESS
"river running, sleeping sleeping swimming river",OTHER
river swimming book running dancing swimming computer sleeping,OTHER
"Elo rating, endgame, queen, pawn, endgame, checkmate, checkmate castling",CHESS
"bishop king FIDE, middlegame, middlegame, checkmate knight, opening queen rook",CHESS
"checkmate rook middlegame stalemate stalemate knight, endgame opening, middlegame, stalemate",CHESS
"music, mountain apple, phone music computer",OTHER
"queen, bishop queen, pawn, checkmate queen king opening middlegame",CHESS
"queen FIDE, pawn, opening opening pawn, bishop",CHESS
"rook, pawn pawn Elo rating, stalemate, middlegame castling",CHESS
"knight endgame, stalemate, knight endgame castling, castling bishop",CHESS
"checkmate opening, middlegame pawn, bishop, king, Elo rating, endgame bishop",CHESS
"queen pawn rook, king, endgame, rook",CHESS
"eating, sky computer, running, apple",OTHER
"queen Elo rating knight, queen, knight, Elo rating queen",CHESS
"castling, stalemate stalemate, bishop, checkmate, rook, stalemate, knight",CHESS
"checkmate knight middlegame, checkmate, checkmate knight pawn, Elo rating",CHESS
"endgame stalemate castling, stalemate, rook stalemate",CHESS
"jumping, swimming jumping, running, computer, sky",OTHER
"rook knight bishop endgame stalemate, Elo rating king FIDE",CHESS
"pawn, stalemate Elo rating, FIDE pawn, rook, endgame stalemate",CHESS
"queen, endgame pawn, middlegame FIDE middlegame stalemate, endgame king, knight",CHESS
"FIDE, rook endgame, pawn stalemate queen",CHESS
"eating, running phone mountain, eating, computer, book",OTHER
"stalemate Elo rating, checkmate bishop, queen",CHESS
"castling king rook knight, stalemate, pawn knight, endgame pawn Elo rating",CHESS
"castling queen opening, rook castling middlegame",CHESS
"rook FIDE, king, stalemate castling, castling",CHESS
"stalemate, opening, queen bishop, king FIDE",CHESS
"running, music book, running, book",OTHER
"eating running, running, computer music sleeping, apple dancing sleeping music",OTHER
"knight, opening queen middlegame rook king",CHESS
"computer running river, river jumping jumping, mountain book swimming",OTHER
"endgame, rook bishop FIDE queen, endgame stalemate",CHESS
"king opening, rook, FIDE, Elo rating rook",CHESS
"music, river apple apple, dancing, book book, music, computer",OTHER
"castling FIDE rook, bishop middlegame FIDE, pawn",CHESS
"Elo rating, stalemate, knight endgame checkmate",CHESS
"opening king bishop, Elo rating, rook, knight",CHESS
"river, mountain, music, computer, jumping, apple sleeping sleeping",OTHER
"eating sleeping, sleeping, phone, sky, apple",OTHER
"FIDE bishop, checkmate pawn castling, Elo rating stalemate",CHESS
"middlegame, checkmate, middlegame, knight, FIDE, FIDE, Elo rating",CHESS
"king checkmate pawn Elo rating bishop, opening, king",CHESS
"Elo rating Elo rating middlegame FIDE, knight endgame, middlegame, Elo rating, opening pawn",CHESS
"phone computer, running, apple book",OTHER
opening endgame checkmate pawn king middlegame,CHESS
"apple music apple, mountain book, computer, music",OTHER
"jumping, book computer, sleeping, phone sleeping mountain, apple, jumping",OTHER
"stalemate, checkmate opening endgame bishop, queen, endgame pawn queen, FIDE",CHESS
"apple running, sleeping, computer sky, book running",OTHER
"Elo rating Elo rating pawn, king FIDE castling, endgame rook checkmate",CHESS
"sky, computer mountain computer, river, running jumping, swimming, music",OTHER
"eating phone, jumping, mountain, phone",OTHER
"pawn, stalemate checkmate bishop, rook, FIDE, checkmate",CHESS
"middlegame rook, bishop stalemate, opening, opening, Elo rating rook",CHESS
"sky phone, book eating, jumping, swimming",OTHER
"FIDE, castling, stalemate, checkmate knight",CHESS
"castling, opening queen opening, queen, king, rook endgame knight FIDE",CHESS
"queen middlegame opening, checkmate FIDE FIDE, king knight, king",CHESS
"king endgame, FIDE, king, opening, bishop",CHESS
"Elo rating bishop, stalemate, bishop pawn, checkmate, endgame FIDE king bishop",CHESS
"dancing phone apple swimming, eating, dancing sky, apple dancing",OTHER
"knight Elo rating queen, middlegame king",CHESS
"middlegame rook queen, Elo rating, Elo rating rook",CHESS
"Elo rating endgame FIDE pawn king, opening, stalemate rook castling king",CHESS
"rook, stalemate, castling, endgame middlegame middlegame",CHESS
"book, running phone, music swimming apple, computer, dancing",OTHER
"endgame, opening FIDE castling Elo rating",CHESS
"queen, king knight Elo rating castling, Elo rating knight middlegame, queen, Elo rating",CHESS
"computer, sky music dancing, swimming mountain",OTHER
"Elo rating endgame middlegame, king opening",CHESS
"river computer, sleeping, book phone dancing swimming, sky",OTHER
"endgame, king Elo rating, knight king middlegame queen king",CHESS
apple river mountain sky apple,OTHER
"checkmate, endgame opening, knight rook opening, middlegame, Elo rating FIDE rook",CHESS
"mountain, music, phone, book, dancing, sky dancing",OTHER
"music apple, sleeping river dancing eating sleeping, book",OTHER
"river apple, running jumping sky swimming, jumping, swimming, music",OTHER
"running river, running, eating, dancing, book sky, sleeping sky",OTHER
"sky, jumping jumping sky mountain, jumping jumping",OTHER
"sky, sleeping jumping sleeping dancing, mountain, sky dancing",OTHER
"middlegame queen king, rook queen, queen, FIDE bishop",CHESS
"FIDE rook middlegame, stalemate, castling",CHESS
"swimming, apple jumping, running, swimming mountain, jumping",OTHER
"sleeping, computer computer, sky jumping, computer dancing, book apple, running",OTHER
"FIDE castling, FIDE FIDE middlegame checkmate queen FIDE",CHESS
"knight FIDE, knight, endgame FIDE queen, rook bishop, knight",CHESS
"apple sleeping, phone, computer mountain sky, apple",OTHER
"FIDE, FIDE castling, Elo rating, castling middlegame, middlegame Elo rating castling, stalemate",CHESS
"dancing running, sky, phone running apple",OTHER
"checkmate bishop, middlegame stalemate rook, rook",CHESS
"running, book river music dancing, sky, dancing, mountain",OTHER
"endgame, opening, pawn bishop FIDE, endgame, queen middlegame stalemate, castling",CHESS
"knight, stalemate, king, FIDE checkmate, pawn, knight",CHESS
"king queen, bishop checkmate bishop, checkmate",CHESS
"opening, endgame FIDE knight, Elo rating, pawn, rook",CHESS
"eating, running, phone mountain, sleeping apple, sleeping, river jumping",OTHER
"opening castling, knight, queen, stalemate",CHESS
"sky computer, running, river river eating, phone",OTHER
"apple, phone sleeping swimming running, swimming eating, dancing computer river",OTHER
"swimming dancing, running, music, apple book, eating river, music sleeping",OTHER
"rook endgame, middlegame, FIDE, bishop, stalemate castling endgame, bishop",CHESS
"eating jumping dancing computer sky, sleeping book, jumping",OTHER
"castling, FIDE endgame king middlegame, knight, FIDE bishop, checkmate pawn",CHESS
"mountain, river running river running river",OTHER
"eating, sleeping, apple, sleeping book, mountain river, book, phone",OTHER
"pawn rook, pawn rook FIDE",CHESS
"king, pawn opening king, stalemate",CHESS
"computer, jumping, apple dancing, swimming",OTHER
"book, jumping, river, book music phone running",OTHER
"castling Elo rating, endgame rook, rook",CHESS
"queen rook, rook, rook Elo rating, pawn endgame, castling knight",CHESS
"dancing running running, book, computer book, running, computer, sky eating",OTHER
"sky, sleeping phone, apple running music, dancing mountain, sky, book",OTHER
"apple swimming book apple, computer running, running phone phone",OTHER
"mountain swimming, music river running book book, apple sleeping music",OTHER
"bishop knight, knight FIDE pawn, checkmate",CHESS
"jumping sleeping dancing book, dancing",OTHER
"endgame bishop knight, king king bishop stalemate, stalemate, queen",CHESS
"castling, queen pawn knight, knight, castling pawn stalemate",CHESS
"bishop opening, Elo rating, checkmate, opening FIDE",CHESS
"rook Elo rating, king, Elo rating, rook, stalemate",CHESS
"queen, pawn, Elo rating Elo rating castling castling middlegame, opening middlegame",CHESS
"opening endgame endgame, middlegame castling checkmate FIDE knight",CHESS
"opening rook, queen king bishop, rook",CHESS
"middlegame stalemate, castling, rook, FIDE FIDE checkmate castling",CHESS
"mountain, sleeping, computer, sleeping, river",OTHER
"queen opening checkmate, stalemate, bishop, rook pawn, castling, bishop, king",CHESS
"running computer river, music phone, eating apple, swimming",OTHER
"stalemate, pawn, bishop bishop rook, pawn",CHESS
"FIDE, knight castling, king, castling checkmate, stalemate",CHESS
"checkmate pawn, FIDE, rook, pawn, queen, stalemate FIDE",CHESS
"checkmate, pawn opening, rook, opening checkmate",CHESS
"endgame, endgame, checkmate, bishop, pawn, castling",CHESS
"queen endgame, pawn, FIDE stalemate Elo rating",CHESS
"apple phone, eating, apple music, running, river",OTHER
"apple, swimming mountain, jumping swimming computer, apple",OTHER
"FIDE opening knight, rook, castling knight pawn middlegame, stalemate stalemate",CHESS
"pawn rook endgame, stalemate, castling knight, king, stalemate, endgame, rook",CHESS
"sky sky, music, eating river book sleeping sky apple, dancing",OTHER
"pawn queen, checkmate checkmate king, queen",CHESS
"bishop checkmate, checkmate opening, queen",CHESS
"opening middlegame, queen, pawn Elo rating Elo rating",CHESS
"stalemate, castling stalemate queen castling FIDE, opening, FIDE, opening Elo rating",CHESS
"running, sleeping, phone mountain, jumping jumping, mountain, music dancing, computer",OTHER
"checkmate, knight, knight queen king, Elo rating, middlegame stalemate opening stalemate",CHESS
"computer sky, river, sleeping eating, jumping, computer",OTHER
"checkmate FIDE, endgame, middlegame pawn, checkmate, endgame, middlegame pawn",CHESS
"bishop, stalemate, opening, castling FIDE pawn bishop, rook, bishop, pawn",CHESS
"computer apple, mountain, mountain, book",OTHER
"sky, sleeping, jumping, apple, jumping river, running phone",OTHER
"endgame rook Elo rating middlegame checkmate, FIDE",CHESS
"queen, stalemate castling, rook castling, bishop king stalemate, knight queen",CHESS
"dancing, river sky phone, sky",OTHER
"mountain, apple, running sky music computer, eating dancing",OTHER
"middlegame endgame pawn, pawn, rook bishop, bishop, Elo rating, bishop",CHESS
"dancing, sky, sleeping, mountain running",OTHER
"swimming, computer swimming book, sleeping sky, sleeping music running, running",OTHER
"mountain music sky computer book, jumping sky sky",OTHER
"endgame endgame stalemate, middlegame middlegame, FIDE pawn, rook, middlegame",CHESS
"jumping, mountain book, river, sky, mountain running, eating",OTHER
"FIDE FIDE, endgame Elo rating castling checkmate, stalemate",CHESS
"running, running, sleeping, eating, apple, computer, mountain, book, eating, music",OTHER
"apple, mountain, jumping eating, phone",OTHER
"swimming, music, phone, sky, phone, swimming running",OTHER
"phone dancing mountain, eating eating, computer dancing computer, sleeping, swimming",OTHER
"rook endgame, endgame, rook opening queen queen pawn Elo rating",CHESS
"middlegame pawn checkmate Elo rating, castling, castling, king",CHESS
"FIDE, pawn, queen, king endgame",CHESS
"checkmate, stalemate, opening stalemate FIDE",CHESS
"phone, computer, jumping, running, eating eating, jumping, computer, swimming",OTHER
"endgame checkmate, castling endgame castling, Elo rating, Elo rating, middlegame, pawn",CHESS
"book, eating dancing, running sky, jumping, sleeping, jumping running, running",OTHER
middlegame queen Elo rating stalemate opening castling,CHESS
"dancing book, computer, jumping phone, eating",OTHER
"swimming, phone, music swimming, jumping music sky, jumping",OTHER
"dancing phone, eating running running, music swimming jumping phone dancing",OTHER
"pawn, knight middlegame FIDE, FIDE opening, endgame",CHESS
"music sky mountain, jumping, sleeping, sleeping, river, eating, river",OTHER
"apple, music running running apple phone",OTHER
"mountain, dancing, jumping, apple swimming sleeping running",OTHER
"pawn pawn, castling, opening, rook, middlegame, bishop, checkmate, pawn endgame",CHESS
"queen middlegame, opening, king, Elo rating opening",CHESS
